Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","398","Kazakhstan","5521","Aliments pour animaux","S2807","Riz et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","398","Kazakhstan","5142","Nourriture","S2807","Riz et produits","2017","2017","Milliers de tonnes","186","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","398","Kazakhstan","5521","Aliments pour animaux","S2513","Orge et produits","2017","2017","Milliers de tonnes","717","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","398","Kazakhstan","5142","Nourriture","S2513","Orge et produits","2017","2017","Milliers de tonnes","61","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","398","Kazakhstan","5521","Aliments pour animaux","S2514","Maïs et produits","2017","2017","Milliers de tonnes","288","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","398","Kazakhstan","5142","Nourriture","S2514","Maïs et produits","2017","2017","Milliers de tonnes","31","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","398","Kazakhstan","5521","Aliments pour animaux","S2515","Seigle et produits","2017","2017","Milliers de tonnes","14","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","398","Kazakhstan","5142","Nourriture","S2515","Seigle et produits","2017","2017","Milliers de tonnes","16","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","398","Kazakhstan","5521","Aliments pour animaux","S2516","Avoine","2017","2017","Milliers de tonnes","115","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","398","Kazakhstan","5142","Nourriture","S2516","Avoine","2017","2017","Milliers de tonnes","19","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","398","Kazakhstan","5521","Aliments pour animaux","S2517","Millet et produits","2017","2017","Milliers de tonnes","8","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","398","Kazakhstan","5142","Nourriture","S2517","Millet et produits","2017","2017","Milliers de tonnes","11","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","398","Kazakhstan","5521","Aliments pour animaux","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","5","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","398","Kazakhstan","5521","Aliments pour animaux","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","226","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","398","Kazakhstan","5142","Nourriture","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","85","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","404","Kenya","5521","Aliments pour animaux","S2511","Blé et produits","2017","2017","Milliers de tonnes","33","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","404","Kenya","5142","Nourriture","S2511","Blé et produits","2017","2017","Milliers de tonnes","1923","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","404","Kenya","5521","Aliments pour animaux","S2807","Riz et produits","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","404","Kenya","5142","Nourriture","S2807","Riz et produits","2017","2017","Milliers de tonnes","996","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","404","Kenya","5521","Aliments pour animaux","S2513","Orge et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","404","Kenya","5142","Nourriture","S2513","Orge et produits","2017","2017","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","404","Kenya","5521","Aliments pour animaux","S2514","Maïs et produits","2017","2017","Milliers de tonnes","118","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","404","Kenya","5142","Nourriture","S2514","Maïs et produits","2017","2017","Milliers de tonnes","3816","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","404","Kenya","5521","Aliments pour animaux","S2515","Seigle et produits","2017","2017","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","404","Kenya","5142","Nourriture","S2515","Seigle et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","404","Kenya","5521","Aliments pour animaux","S2516","Avoine","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","404","Kenya","5142","Nourriture","S2516","Avoine","2017","2017","Milliers de tonnes","3","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","404","Kenya","5521","Aliments pour animaux","S2517","Millet et produits","2017","2017","Milliers de tonnes","7","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","404","Kenya","5142","Nourriture","S2517","Millet et produits","2017","2017","Milliers de tonnes","83","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","404","Kenya","5521","Aliments pour animaux","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","22","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","404","Kenya","5142","Nourriture","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","104","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","404","Kenya","5521","Aliments pour animaux","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","404","Kenya","5142","Nourriture","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","4","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","417","Kirghizistan","5521","Aliments pour animaux","S2511","Blé et produits","2017","2017","Milliers de tonnes","171","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","417","Kirghizistan","5142","Nourriture","S2511","Blé et produits","2017","2017","Milliers de tonnes","796","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","417","Kirghizistan","5521","Aliments pour animaux","S2807","Riz et produits","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","417","Kirghizistan","5142","Nourriture","S2807","Riz et produits","2017","2017","Milliers de tonnes","49","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","417","Kirghizistan","5521","Aliments pour animaux","S2513","Orge et produits","2017","2017","Milliers de tonnes","388","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","417","Kirghizistan","5142","Nourriture","S2513","Orge et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","417","Kirghizistan","5521","Aliments pour animaux","S2514","Maïs et produits","2017","2017","Milliers de tonnes","470","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","417","Kirghizistan","5142","Nourriture","S2514","Maïs et produits","2017","2017","Milliers de tonnes","174","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","417","Kirghizistan","5521","Aliments pour animaux","S2515","Seigle et produits","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","417","Kirghizistan","5142","Nourriture","S2515","Seigle et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","417","Kirghizistan","5521","Aliments pour animaux","S2516","Avoine","2017","2017","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","417","Kirghizistan","5142","Nourriture","S2516","Avoine","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","417","Kirghizistan","5521","Aliments pour animaux","S2517","Millet et produits","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","417","Kirghizistan","5521","Aliments pour animaux","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","417","Kirghizistan","5521","Aliments pour animaux","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","4","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","417","Kirghizistan","5142","Nourriture","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","7","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","296","Kiribati","5142","Nourriture","S2511","Blé et produits","2017","2017","Milliers de tonnes","4","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","296","Kiribati","5521","Aliments pour animaux","S2807","Riz et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","296","Kiribati","5142","Nourriture","S2807","Riz et produits","2017","2017","Milliers de tonnes","8","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","296","Kiribati","5142","Nourriture","S2513","Orge et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","296","Kiribati","5521","Aliments pour animaux","S2514","Maïs et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","296","Kiribati","5142","Nourriture","S2514","Maïs et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","296","Kiribati","5142","Nourriture","S2516","Avoine","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","296","Kiribati","5521","Aliments pour animaux","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","296","Kiribati","5142","Nourriture","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","414","Koweït","5521","Aliments pour animaux","S2511","Blé et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","414","Koweït","5142","Nourriture","S2511","Blé et produits","2017","2017","Milliers de tonnes","405","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","414","Koweït","5142","Nourriture","S2807","Riz et produits","2017","2017","Milliers de tonnes","211","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","414","Koweït","5521","Aliments pour animaux","S2513","Orge et produits","2017","2017","Milliers de tonnes","575","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","414","Koweït","5142","Nourriture","S2513","Orge et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","414","Koweït","5521","Aliments pour animaux","S2514","Maïs et produits","2017","2017","Milliers de tonnes","195","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","414","Koweït","5142","Nourriture","S2514","Maïs et produits","2017","2017","Milliers de tonnes","20","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","414","Koweït","5521","Aliments pour animaux","S2515","Seigle et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","414","Koweït","5521","Aliments pour animaux","S2516","Avoine","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","414","Koweït","5521","Aliments pour animaux","S2517","Millet et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","414","Koweït","5142","Nourriture","S2517","Millet et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","414","Koweït","5521","Aliments pour animaux","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","414","Koweït","5521","Aliments pour animaux","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","3","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","414","Koweït","5142","Nourriture","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","5521","Aliments pour animaux","S2511","Blé et produits","2017","2017","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","5142","Nourriture","S2511","Blé et produits","2017","2017","Milliers de tonnes","53","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","5521","Aliments pour animaux","S2807","Riz et produits","2017","2017","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","5142","Nourriture","S2807","Riz et produits","2017","2017","Milliers de tonnes","25","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","5521","Aliments pour animaux","S2513","Orge et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","5142","Nourriture","S2513","Orge et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","5521","Aliments pour animaux","S2514","Maïs et produits","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","5142","Nourriture","S2514","Maïs et produits","2017","2017","Milliers de tonnes","242","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","5521","Aliments pour animaux","S2515","Seigle et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","5142","Nourriture","S2515","Seigle et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","5521","Aliments pour animaux","S2516","Avoine","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","5142","Nourriture","S2516","Avoine","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","5521","Aliments pour animaux","S2517","Millet et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","5142","Nourriture","S2517","Millet et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","5521","Aliments pour animaux","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","5","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","5142","Nourriture","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","9","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","5521","Aliments pour animaux","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","426","Lesotho","5142","Nourriture","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","7","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","428","Lettonie","5521","Aliments pour animaux","S2511","Blé et produits","2017","2017","Milliers de tonnes","154","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","428","Lettonie","5142","Nourriture","S2511","Blé et produits","2017","2017","Milliers de tonnes","126","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","428","Lettonie","5521","Aliments pour animaux","S2807","Riz et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","428","Lettonie","5142","Nourriture","S2807","Riz et produits","2017","2017","Milliers de tonnes","5","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","428","Lettonie","5521","Aliments pour animaux","S2513","Orge et produits","2017","2017","Milliers de tonnes","63","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","428","Lettonie","5142","Nourriture","S2513","Orge et produits","2017","2017","Milliers de tonnes","46","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","428","Lettonie","5521","Aliments pour animaux","S2514","Maïs et produits","2017","2017","Milliers de tonnes","17","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","428","Lettonie","5142","Nourriture","S2514","Maïs et produits","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","428","Lettonie","5521","Aliments pour animaux","S2515","Seigle et produits","2017","2017","Milliers de tonnes","27","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","428","Lettonie","5142","Nourriture","S2515","Seigle et produits","2017","2017","Milliers de tonnes","42","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","428","Lettonie","5521","Aliments pour animaux","S2516","Avoine","2017","2017","Milliers de tonnes","42","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","428","Lettonie","5142","Nourriture","S2516","Avoine","2017","2017","Milliers de tonnes","6","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","428","Lettonie","5521","Aliments pour animaux","S2517","Millet et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","428","Lettonie","5521","Aliments pour animaux","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","35","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","428","Lettonie","5142","Nourriture","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","9","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","422","Liban","5521","Aliments pour animaux","S2511","Blé et produits","2017","2017","Milliers de tonnes","76","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","422","Liban","5142","Nourriture","S2511","Blé et produits","2017","2017","Milliers de tonnes","895","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","422","Liban","5142","Nourriture","S2807","Riz et produits","2017","2017","Milliers de tonnes","96","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","422","Liban","5521","Aliments pour animaux","S2513","Orge et produits","2017","2017","Milliers de tonnes","92","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","422","Liban","5142","Nourriture","S2513","Orge et produits","2017","2017","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","422","Liban","5521","Aliments pour animaux","S2514","Maïs et produits","2017","2017","Milliers de tonnes","579","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","422","Liban","5521","Aliments pour animaux","S2515","Seigle et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","422","Liban","5521","Aliments pour animaux","S2516","Avoine","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","422","Liban","5142","Nourriture","S2516","Avoine","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","422","Liban","5521","Aliments pour animaux","S2517","Millet et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","422","Liban","5521","Aliments pour animaux","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","422","Liban","5521","Aliments pour animaux","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","422","Liban","5142","Nourriture","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","430","Libéria","5521","Aliments pour animaux","S2511","Blé et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","430","Libéria","5142","Nourriture","S2511","Blé et produits","2017","2017","Milliers de tonnes","87","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","430","Libéria","5521","Aliments pour animaux","S2807","Riz et produits","2017","2017","Milliers de tonnes","20","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","430","Libéria","5142","Nourriture","S2807","Riz et produits","2017","2017","Milliers de tonnes","512","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","430","Libéria","5142","Nourriture","S2513","Orge et produits","2017","2017","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","430","Libéria","5521","Aliments pour animaux","S2514","Maïs et produits","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","430","Libéria","5142","Nourriture","S2514","Maïs et produits","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","430","Libéria","5142","Nourriture","S2516","Avoine","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","430","Libéria","5142","Nourriture","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","430","Libéria","5521","Aliments pour animaux","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","430","Libéria","5142","Nourriture","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","434","Libye","5521","Aliments pour animaux","S2511","Blé et produits","2017","2017","Milliers de tonnes","354","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","434","Libye","5142","Nourriture","S2511","Blé et produits","2017","2017","Milliers de tonnes","839","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","434","Libye","5521","Aliments pour animaux","S2807","Riz et produits","2017","2017","Milliers de tonnes","45","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","434","Libye","5142","Nourriture","S2807","Riz et produits","2017","2017","Milliers de tonnes","175","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","434","Libye","5521","Aliments pour animaux","S2513","Orge et produits","2017","2017","Milliers de tonnes","586","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","434","Libye","5142","Nourriture","S2513","Orge et produits","2017","2017","Milliers de tonnes","181","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","434","Libye","5521","Aliments pour animaux","S2514","Maïs et produits","2017","2017","Milliers de tonnes","503","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","434","Libye","5142","Nourriture","S2514","Maïs et produits","2017","2017","Milliers de tonnes","12","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","434","Libye","5142","Nourriture","S2515","Seigle et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","434","Libye","5521","Aliments pour animaux","S2516","Avoine","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","434","Libye","5142","Nourriture","S2516","Avoine","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","434","Libye","5521","Aliments pour animaux","S2517","Millet et produits","2017","2017","Milliers de tonnes","11","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","434","Libye","5521","Aliments pour animaux","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","434","Libye","5521","Aliments pour animaux","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","434","Libye","5142","Nourriture","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","5521","Aliments pour animaux","S2511","Blé et produits","2017","2017","Milliers de tonnes","255","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","5142","Nourriture","S2511","Blé et produits","2017","2017","Milliers de tonnes","339","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","5521","Aliments pour animaux","S2807","Riz et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","5142","Nourriture","S2807","Riz et produits","2017","2017","Milliers de tonnes","9","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","5521","Aliments pour animaux","S2513","Orge et produits","2017","2017","Milliers de tonnes","186","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","5142","Nourriture","S2513","Orge et produits","2017","2017","Milliers de tonnes","41","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","5521","Aliments pour animaux","S2514","Maïs et produits","2017","2017","Milliers de tonnes","45","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","5142","Nourriture","S2514","Maïs et produits","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","5521","Aliments pour animaux","S2515","Seigle et produits","2017","2017","Milliers de tonnes","9","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","5142","Nourriture","S2515","Seigle et produits","2017","2017","Milliers de tonnes","32","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","5521","Aliments pour animaux","S2516","Avoine","2017","2017","Milliers de tonnes","102","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","5142","Nourriture","S2516","Avoine","2017","2017","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","5521","Aliments pour animaux","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","5521","Aliments pour animaux","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","209","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","5142","Nourriture","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","5521","Aliments pour animaux","S2511","Blé et produits","2017","2017","Milliers de tonnes","29","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","5142","Nourriture","S2511","Blé et produits","2017","2017","Milliers de tonnes","62","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","5521","Aliments pour animaux","S2807","Riz et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","5142","Nourriture","S2807","Riz et produits","2017","2017","Milliers de tonnes","3","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","5521","Aliments pour animaux","S2513","Orge et produits","2017","2017","Milliers de tonnes","26","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","5142","Nourriture","S2513","Orge et produits","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","5521","Aliments pour animaux","S2514","Maïs et produits","2017","2017","Milliers de tonnes","5","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","5142","Nourriture","S2514","Maïs et produits","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","5521","Aliments pour animaux","S2515","Seigle et produits","2017","2017","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","5142","Nourriture","S2515","Seigle et produits","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","5521","Aliments pour animaux","S2516","Avoine","2017","2017","Milliers de tonnes","4","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","5142","Nourriture","S2516","Avoine","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","5521","Aliments pour animaux","S2517","Millet et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","5521","Aliments pour animaux","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
