Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","818","Égypte","5142","Nourriture","S2513","Orge et produits","2017","2017","Milliers de tonnes","12","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","818","Égypte","5521","Aliments pour animaux","S2514","Maïs et produits","2017","2017","Milliers de tonnes","8430","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","818","Égypte","5142","Nourriture","S2514","Maïs et produits","2017","2017","Milliers de tonnes","5876","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","818","Égypte","5521","Aliments pour animaux","S2515","Seigle et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","818","Égypte","5142","Nourriture","S2515","Seigle et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","818","Égypte","5521","Aliments pour animaux","S2516","Avoine","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","818","Égypte","5142","Nourriture","S2516","Avoine","2017","2017","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","818","Égypte","5521","Aliments pour animaux","S2517","Millet et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","818","Égypte","5142","Nourriture","S2517","Millet et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","818","Égypte","5521","Aliments pour animaux","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","517","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","818","Égypte","5142","Nourriture","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","252","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","818","Égypte","5521","Aliments pour animaux","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","818","Égypte","5142","Nourriture","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","222","El Salvador","5521","Aliments pour animaux","S2511","Blé et produits","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","222","El Salvador","5142","Nourriture","S2511","Blé et produits","2017","2017","Milliers de tonnes","239","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","222","El Salvador","5521","Aliments pour animaux","S2807","Riz et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","222","El Salvador","5142","Nourriture","S2807","Riz et produits","2017","2017","Milliers de tonnes","94","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","222","El Salvador","5521","Aliments pour animaux","S2513","Orge et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","222","El Salvador","5142","Nourriture","S2513","Orge et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","222","El Salvador","5521","Aliments pour animaux","S2514","Maïs et produits","2017","2017","Milliers de tonnes","851","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","222","El Salvador","5142","Nourriture","S2514","Maïs et produits","2017","2017","Milliers de tonnes","471","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","222","El Salvador","5142","Nourriture","S2515","Seigle et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","222","El Salvador","5521","Aliments pour animaux","S2516","Avoine","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","222","El Salvador","5142","Nourriture","S2516","Avoine","2017","2017","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","222","El Salvador","5521","Aliments pour animaux","S2517","Millet et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","222","El Salvador","5521","Aliments pour animaux","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","20","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","222","El Salvador","5142","Nourriture","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","72","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","222","El Salvador","5521","Aliments pour animaux","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","222","El Salvador","5142","Nourriture","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","784","Émirats arabes unis","5521","Aliments pour animaux","S2511","Blé et produits","2017","2017","Milliers de tonnes","115","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","784","Émirats arabes unis","5142","Nourriture","S2511","Blé et produits","2017","2017","Milliers de tonnes","828","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","784","Émirats arabes unis","5521","Aliments pour animaux","S2807","Riz et produits","2017","2017","Milliers de tonnes","74","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","784","Émirats arabes unis","5142","Nourriture","S2807","Riz et produits","2017","2017","Milliers de tonnes","306","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","784","Émirats arabes unis","5521","Aliments pour animaux","S2513","Orge et produits","2017","2017","Milliers de tonnes","409","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","784","Émirats arabes unis","5521","Aliments pour animaux","S2514","Maïs et produits","2017","2017","Milliers de tonnes","596","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","784","Émirats arabes unis","5142","Nourriture","S2514","Maïs et produits","2017","2017","Milliers de tonnes","13","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","784","Émirats arabes unis","5521","Aliments pour animaux","S2516","Avoine","2017","2017","Milliers de tonnes","16","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","784","Émirats arabes unis","5142","Nourriture","S2516","Avoine","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","784","Émirats arabes unis","5521","Aliments pour animaux","S2517","Millet et produits","2017","2017","Milliers de tonnes","17","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","784","Émirats arabes unis","5521","Aliments pour animaux","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","10","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","784","Émirats arabes unis","5521","Aliments pour animaux","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","132","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","784","Émirats arabes unis","5142","Nourriture","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","218","Équateur","5521","Aliments pour animaux","S2511","Blé et produits","2017","2017","Milliers de tonnes","470","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","218","Équateur","5142","Nourriture","S2511","Blé et produits","2017","2017","Milliers de tonnes","763","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","218","Équateur","5521","Aliments pour animaux","S2807","Riz et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","218","Équateur","5142","Nourriture","S2807","Riz et produits","2017","2017","Milliers de tonnes","952","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","218","Équateur","5521","Aliments pour animaux","S2513","Orge et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","218","Équateur","5142","Nourriture","S2513","Orge et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","218","Équateur","5521","Aliments pour animaux","S2514","Maïs et produits","2017","2017","Milliers de tonnes","689","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","218","Équateur","5142","Nourriture","S2514","Maïs et produits","2017","2017","Milliers de tonnes","731","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","218","Équateur","5521","Aliments pour animaux","S2515","Seigle et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","218","Équateur","5142","Nourriture","S2515","Seigle et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","218","Équateur","5521","Aliments pour animaux","S2516","Avoine","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","218","Équateur","5142","Nourriture","S2516","Avoine","2017","2017","Milliers de tonnes","49","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","218","Équateur","5521","Aliments pour animaux","S2517","Millet et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","218","Équateur","5521","Aliments pour animaux","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","13","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","218","Équateur","5521","Aliments pour animaux","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","218","Équateur","5142","Nourriture","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5521","Aliments pour animaux","S2511","Blé et produits","2017","2017","Milliers de tonnes","5333","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5142","Nourriture","S2511","Blé et produits","2017","2017","Milliers de tonnes","4511","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5521","Aliments pour animaux","S2807","Riz et produits","2017","2017","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5142","Nourriture","S2807","Riz et produits","2017","2017","Milliers de tonnes","547","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5521","Aliments pour animaux","S2513","Orge et produits","2017","2017","Milliers de tonnes","6584","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5142","Nourriture","S2513","Orge et produits","2017","2017","Milliers de tonnes","28","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5521","Aliments pour animaux","S2514","Maïs et produits","2017","2017","Milliers de tonnes","8997","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5142","Nourriture","S2514","Maïs et produits","2017","2017","Milliers de tonnes","93","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5521","Aliments pour animaux","S2515","Seigle et produits","2017","2017","Milliers de tonnes","178","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5142","Nourriture","S2515","Seigle et produits","2017","2017","Milliers de tonnes","23","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5521","Aliments pour animaux","S2516","Avoine","2017","2017","Milliers de tonnes","747","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5142","Nourriture","S2516","Avoine","2017","2017","Milliers de tonnes","20","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5521","Aliments pour animaux","S2517","Millet et produits","2017","2017","Milliers de tonnes","16","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5521","Aliments pour animaux","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","245","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5142","Nourriture","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5521","Aliments pour animaux","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","516","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5142","Nourriture","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","5","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","233","Estonie","5521","Aliments pour animaux","S2511","Blé et produits","2017","2017","Milliers de tonnes","75","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","233","Estonie","5142","Nourriture","S2511","Blé et produits","2017","2017","Milliers de tonnes","76","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","233","Estonie","5521","Aliments pour animaux","S2807","Riz et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","233","Estonie","5142","Nourriture","S2807","Riz et produits","2017","2017","Milliers de tonnes","3","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","233","Estonie","5521","Aliments pour animaux","S2513","Orge et produits","2017","2017","Milliers de tonnes","91","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","233","Estonie","5142","Nourriture","S2513","Orge et produits","2017","2017","Milliers de tonnes","8","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","233","Estonie","5521","Aliments pour animaux","S2514","Maïs et produits","2017","2017","Milliers de tonnes","11","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","233","Estonie","5142","Nourriture","S2514","Maïs et produits","2017","2017","Milliers de tonnes","12","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","233","Estonie","5521","Aliments pour animaux","S2515","Seigle et produits","2017","2017","Milliers de tonnes","6","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","233","Estonie","5142","Nourriture","S2515","Seigle et produits","2017","2017","Milliers de tonnes","22","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","233","Estonie","5521","Aliments pour animaux","S2516","Avoine","2017","2017","Milliers de tonnes","34","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","233","Estonie","5142","Nourriture","S2516","Avoine","2017","2017","Milliers de tonnes","6","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","233","Estonie","5521","Aliments pour animaux","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","233","Estonie","5521","Aliments pour animaux","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","26","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","233","Estonie","5142","Nourriture","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","5521","Aliments pour animaux","S2511","Blé et produits","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","5142","Nourriture","S2511","Blé et produits","2017","2017","Milliers de tonnes","39","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","5521","Aliments pour animaux","S2807","Riz et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","5142","Nourriture","S2807","Riz et produits","2017","2017","Milliers de tonnes","40","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","5521","Aliments pour animaux","S2514","Maïs et produits","2017","2017","Milliers de tonnes","39","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","5142","Nourriture","S2514","Maïs et produits","2017","2017","Milliers de tonnes","80","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","5521","Aliments pour animaux","S2515","Seigle et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","5521","Aliments pour animaux","S2516","Avoine","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","5142","Nourriture","S2516","Avoine","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","5521","Aliments pour animaux","S2517","Millet et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","5521","Aliments pour animaux","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","5142","Nourriture","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","5521","Aliments pour animaux","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","5142","Nourriture","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5521","Aliments pour animaux","S2511","Blé et produits","2017","2017","Milliers de tonnes","1286","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5142","Nourriture","S2511","Blé et produits","2017","2017","Milliers de tonnes","26275","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5521","Aliments pour animaux","S2807","Riz et produits","2017","2017","Milliers de tonnes","189","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5142","Nourriture","S2807","Riz et produits","2017","2017","Milliers de tonnes","3466","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5521","Aliments pour animaux","S2513","Orge et produits","2017","2017","Milliers de tonnes","41","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5142","Nourriture","S2513","Orge et produits","2017","2017","Milliers de tonnes","25","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5521","Aliments pour animaux","S2514","Maïs et produits","2017","2017","Milliers de tonnes","134735","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5142","Nourriture","S2514","Maïs et produits","2017","2017","Milliers de tonnes","3918","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5521","Aliments pour animaux","S2515","Seigle et produits","2017","2017","Milliers de tonnes","138","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5142","Nourriture","S2515","Seigle et produits","2017","2017","Milliers de tonnes","132","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5521","Aliments pour animaux","S2516","Avoine","2017","2017","Milliers de tonnes","1234","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5142","Nourriture","S2516","Avoine","2017","2017","Milliers de tonnes","1277","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5521","Aliments pour animaux","S2517","Millet et produits","2017","2017","Milliers de tonnes","236","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5521","Aliments pour animaux","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","2584","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5142","Nourriture","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","169","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5521","Aliments pour animaux","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","68","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5142","Nourriture","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","245","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","5521","Aliments pour animaux","S2511","Blé et produits","2017","2017","Milliers de tonnes","102","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","5142","Nourriture","S2511","Blé et produits","2017","2017","Milliers de tonnes","3610","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","5521","Aliments pour animaux","S2807","Riz et produits","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","5142","Nourriture","S2807","Riz et produits","2017","2017","Milliers de tonnes","358","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","5521","Aliments pour animaux","S2513","Orge et produits","2017","2017","Milliers de tonnes","38","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","5142","Nourriture","S2513","Orge et produits","2017","2017","Milliers de tonnes","1650","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","5521","Aliments pour animaux","S2514","Maïs et produits","2017","2017","Milliers de tonnes","810","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","5142","Nourriture","S2514","Maïs et produits","2017","2017","Milliers de tonnes","6000","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","5521","Aliments pour animaux","S2515","Seigle et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","5142","Nourriture","S2515","Seigle et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","5521","Aliments pour animaux","S2516","Avoine","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","5142","Nourriture","S2516","Avoine","2017","2017","Milliers de tonnes","35","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","5521","Aliments pour animaux","S2517","Millet et produits","2017","2017","Milliers de tonnes","19","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","5142","Nourriture","S2517","Millet et produits","2017","2017","Milliers de tonnes","811","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","5521","Aliments pour animaux","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","97","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","5142","Nourriture","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","3086","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","5521","Aliments pour animaux","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","86","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","5142","Nourriture","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","4049","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5521","Aliments pour animaux","S2511","Blé et produits","2017","2017","Milliers de tonnes","17671","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5142","Nourriture","S2511","Blé et produits","2017","2017","Milliers de tonnes","20729","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5521","Aliments pour animaux","S2807","Riz et produits","2017","2017","Milliers de tonnes","3","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5142","Nourriture","S2807","Riz et produits","2017","2017","Milliers de tonnes","1210","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5521","Aliments pour animaux","S2513","Orge et produits","2017","2017","Milliers de tonnes","10109","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5142","Nourriture","S2513","Orge et produits","2017","2017","Milliers de tonnes","123","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5521","Aliments pour animaux","S2514","Maïs et produits","2017","2017","Milliers de tonnes","7068","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5142","Nourriture","S2514","Maïs et produits","2017","2017","Milliers de tonnes","79","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5521","Aliments pour animaux","S2515","Seigle et produits","2017","2017","Milliers de tonnes","1267","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5142","Nourriture","S2515","Seigle et produits","2017","2017","Milliers de tonnes","764","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5521","Aliments pour animaux","S2516","Avoine","2017","2017","Milliers de tonnes","3521","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5142","Nourriture","S2516","Avoine","2017","2017","Milliers de tonnes","300","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5521","Aliments pour animaux","S2517","Millet et produits","2017","2017","Milliers de tonnes","112","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5142","Nourriture","S2517","Millet et produits","2017","2017","Milliers de tonnes","99","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5521","Aliments pour animaux","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","68","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5142","Nourriture","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5521","Aliments pour animaux","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","1801","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5142","Nourriture","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","21","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","242","Fidji","5521","Aliments pour animaux","S2511","Blé et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","242","Fidji","5142","Nourriture","S2511","Blé et produits","2017","2017","Milliers de tonnes","72","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","242","Fidji","5521","Aliments pour animaux","S2807","Riz et produits","2017","2017","Milliers de tonnes","2","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","242","Fidji","5142","Nourriture","S2807","Riz et produits","2017","2017","Milliers de tonnes","55","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","242","Fidji","5521","Aliments pour animaux","S2513","Orge et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","242","Fidji","5142","Nourriture","S2513","Orge et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","242","Fidji","5521","Aliments pour animaux","S2514","Maïs et produits","2017","2017","Milliers de tonnes","1","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","242","Fidji","5142","Nourriture","S2514","Maïs et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","242","Fidji","5521","Aliments pour animaux","S2516","Avoine","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","242","Fidji","5142","Nourriture","S2516","Avoine","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","242","Fidji","5521","Aliments pour animaux","S2518","Sorgho et produits","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","242","Fidji","5521","Aliments pour animaux","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
"FBS","Bilans Alimentaires (2010-)","242","Fidji","5142","Nourriture","S2520","Céréales, Autres","2017","2017","Milliers de tonnes","0","I","Valeur imputée"
