id_bien;id_commune;no_voie;type_voie;indice_repetition;voie;nombre_piece;surface_carrez;surface_reelle_bati;type_local
8257;38169;2;RUE;;DU CENTRE;2;2.00;45;Appartement
8810;39154;5407;;;RTE DE LA FRASNEE;3;3.00;94;Appartement
2558;11281;28;RUE;;DES REMPARTS;2;4.00;39;Appartement
19436;75117;40;RUE;;LACROIX;3;5.00;49;Appartement
20849;76329;5001;CHE;;DE TOUS VENTS;2;5.00;44;Appartement
16279;75103;23;BD;;SAINT MARTIN;5;6.00;103;Appartement
16908;75108;9;RUE;;DU CHEVALIER DE ST-GEORGE;2;6.00;13;Appartement
2048;08409;3;PL;;DU CHATEAU;3;8.00;72;Appartement
29506;93001;20;RUE;;DE LA COMMUNE DE PARIS;1;8.00;27;Appartement
16630;75106;65;RUE;;DE RENNES;1;9.00;13;Appartement
32399;94080;23;AV;;GABRIEL PERI;1;11.00;14;Appartement
2325;11170;14;RES;;LOUISIANE;4;12.00;58;Maison
7189;34108;1;RUE;;DU BARNIER;3;12.00;51;Appartement
19371;75117;27;RUE;;SAUFFROY;1;12.00;12;Appartement
25523;84009;5373;;;LE CHAMBAUD;2;12.00;41;Appartement
33225;95394;3;RUE;;JEAN BRESTEL;2;12.00;59;Appartement
10714;45234;44;RUE;;DE PATAY;2;13.00;17;Appartement
12501;59350;42;RUE;;DE PUEBLA;1;13.00;12;Appartement
27206;91471;49;RUE;;DE LA CORNICHE;1;13.00;14;Appartement
29394;92073;81;RUE;;CARNOT;1;13.00;12;Appartement
29500;93001;171;RUE;;DES CITES;1;13.00;14;Appartement
487;05072;5139;;;CANARD;4;14.00;53;Appartement
5113;30037;6;RUE;;EMILE ZOLA;2;14.00;46;Appartement
18448;75115;13;RUE;;ROBERT LINDET;1;14.00;15;Appartement
18761;75115;10;IMP;;DE L EGLISE;1;14.00;10;Appartement
19908;75118;38;RUE;;LEPIC;1;14.00;15;Appartement
20410;75119;151;AV;;JEAN JAURES;1;14.00;23;Appartement
21799;77284;4;RUE;B;DE LA CRECHE;1;14.00;14;Appartement
395;04112;320;AV;;DU DCT BERNARD FOUSSIER;4;15.00;98;Appartement
10731;45234;22;PL;;DU VIEUX MARCHE;3;15.00;57;Appartement
12522;59350;67;RUE;B;COLBERT;1;15.00;14;Appartement
12586;59360;98;RUE;;JULES FERRY;1;15.00;15;Appartement
19046;75116;88;RUE;B;MICHEL ANGE;1;15.00;14;Appartement
9320;42071;6;BD;;DES ETINES;1;16.00;18;Appartement
10716;45234;4;RUE;;DES BOUTEILLES;1;16.00;16;Appartement
11833;54395;77;RUE;;SERGENT BLANDAN;1;16.00;16;Appartement
20174;75118;58;BD;;BARBES;3;16.00;80;Appartement
24300;83004;66;RUE;;DES FONCES;3;16.00;65;Appartement
26472;91099;3;RUE;;CHEVAL RUE;1;16.00;16;Appartement
11774;54395;134;RUE;;DE MON DESERT;1;17.00;23;Appartement
21800;77284;4;RUE;B;DE LA CRECHE;1;17.00;17;Appartement
25455;84007;3;RUE;;SAINT PIERRE;1;17.00;15;Appartement
26977;91339;86;RUE;;DE LA DIVISION LECLERC;1;17.00;20;Appartement
28180;92024;77;RUE;;MARTRE;1;17.00;17;Appartement
29502;93001;17;RUE;;DE LA NOUVELLE FRANCE;1;17.00;18;Appartement
29954;93048;59;RUE;;DE LA FRATERNITE;1;17.00;18;Appartement
317;04039;29;RUE;;NATIONALE;1;18.00;18;Appartement
4981;29019;34;RUE;;MONGE;1;18.00;18;Appartement
7019;34003;11;RUE;;DE LA GABELLE;1;18.00;23;Appartement
8387;38185;58;RUE;;FELIX ESCLANGON;1;18.00;18;Appartement
8449;38185;22;CHE;;JESUS;0;18.00;19;Appartement
9546;42218;47;RUE;;DESIRE CLAUDE;1;18.00;18;Appartement
10922;48092;3;PL;;DU SOUBEYRAN;1;18.00;18;Appartement
11291;50502;99;RUE;;DE TESSY;1;18.00;19;Appartement
12265;59009;10;RUE;;JOHN HADLEY;1;18.00;17;Appartement
12833;59606;320;BD;;HARPIGNIES;1;18.00;18;Appartement
14630;69381;35;RUE;;PAUL CHENAVARD;1;18.00;19;Appartement
15917;74311;74;CHE;;DES PLACES;1;18.00;19;Appartement
17908;75112;36;RUE;;ERARD;2;18.00;41;Appartement
21274;77058;1;RUE;;DES HALLES;1;18.00;17;Appartement
23519;78537;48;RUE;;BASSE;1;18.00;36;Appartement
24308;83009;124;RUE;;RICHELIEU;1;18.00;18;Appartement
25495;84007;5;IMP;;DE L EPI;1;18.00;18;Appartement
29579;93006;248;RUE;;DE NOISY LE SEC;1;18.00;20;Appartement
3582;14220;19;AV;B;DU GAL DE GAULLE;1;19.00;18;Appartement
4282;22282;16;;;PORT JACQUET;2;19.00;19;Appartement
6073;33063;3;RUE;;DU DOCTEUR ROCAZ;1;19.00;18;Appartement
8695;38485;87;RUE;;DE CARTALE;2;19.00;19;Appartement
8818;39198;3;AV;;DE LA PAIX;3;19.00;50;Appartement
14066;69116;613;CHE;;DU MATHIAS;1;19.00;19;Appartement
24180;80533;27;RUE;;MARCEL HOLLEVILLE;2;19.00;25;Appartement
25037;83126;9001;HAM;;DE TAMARIS;1;19.00;19;Appartement
25460;84007;4;RUE;;FELIX GRAS;1;19.00;20;Appartement
26851;91228;37;BD;;DECAUVILLE;1;19.00;18;Appartement
1336;06088;40;CHE;;DES SABLIERES;1;20.00;20;Appartement
1555;06094;4;PL;;DU   MERCANTOUR;1;20.00;22;Appartement
4543;26198;12;RUE;;PIERRE JULIEN;2;20.00;36;Appartement
5173;30133;80;RUE;;DES ANEMONES;1;20.00;19;Appartement
7561;34344;80;AV;;ROBERT FAGES;1;20.00;20;Appartement
7953;35288;1;PAS;;DU POIDS PUBLIC;1;20.00;20;Appartement
12135;56121;9;RUE;;BEAUVAIS;1;20.00;20;Appartement
15601;74010;1;CHE;;DU JOULY;1;20.00;19;Appartement
17932;75112;50;RUE;;DE PICPUS;1;20.00;21;Appartement
25511;84007;6;AV;;DE LA GARE;1;20.00;20;Appartement
27322;91525;17;RUE;;DU PETIT CHATEAU;1;20.00;20;Appartement
29969;93048;87;RUE;;DU SERGENT BOBILLOT;1;20.00;20;Appartement
30148;93055;2;RUE;;VAUCANSON;1;20.00;20;Appartement
5848;33009;12;ALL;;BOUILLAUD;1;21.00;22;Appartement
8259;38169;6;RUE;;DOYEN GOSSE;1;21.00;20;Appartement
11351;51108;44;CHE;;DU PERTHUIS;2;21.00;21;Appartement
13285;62041;85;RUE;;EMILE ZOLA;2;21.00;30;Appartement
16328;75104;23;RUE;;STE CROIX BRETONNERIE;1;21.00;23;Appartement
20534;75120;24;RUE;;DES ENVIERGES;1;21.00;19;Appartement
22435;77514;12;AV;;DES ROSSIGNOLS;1;21.00;21;Appartement
24478;83041;9;RUE;B;DE LA BOUCHERIE;2;21.00;51;Appartement
25909;85234;5;AV;;DES PAYS DE MONTS;1;21.00;22;Appartement
26961;91332;7;RUE;;DU BOIS BOUQUIN;1;21.00;25;Appartement
27136;91425;26;PL;;DU MARCHE;1;21.00;25;Appartement
27451;91589;2;RUE;;ELISEE RECLUS;1;21.00;21;Appartement
31388;94043;39;RUE;;DANTON;1;21.00;20;Appartement
5924;33039;14;CHE;;BEL AIR;1;22.00;22;Appartement
7061;34003;6;IMP;;DE LA MISAINE;1;22.00;20;Appartement
13379;62765;3;RUE;;SAINTE BARBE;1;22.00;22;Appartement
26572;91161;10;RUE;;DE LAUNAY;1;22.00;22;Appartement
32981;95252;10;RUE;;MAURICE DALESME;1;22.00;22;Appartement
4196;22187;3;BD;;DU ROI D YS;1;23.00;23;Appartement
5771;32096;250;RTE;;DU MOULLE;1;23.00;23;Appartement
7661;35095;24;RUE;;LEJAMPTEL;3;23.00;94;Appartement
9657;43157;16;RUE;;DE CRAPONNE;1;23.00;15;Appartement
10725;45234;95;RUE;;DE COULMIERS;1;23.00;25;Appartement
15881;74266;3;RUE;;DU BOUCHET;1;23.00;23;Appartement
21540;77152;16;AV;;EMILE ZOLA;1;23.00;24;Appartement
25870;85226;64;AV;;DU MARAIS;1;23.00;23;Appartement
27476;91589;93;AV;;ROGER SALENGRO;1;23.00;24;Appartement
30430;93070;4;RUE;;JEAN;1;23.00;20;Appartement
31017;94022;30;AV;;LEON GOURDAULT;1;23.00;22;Appartement
33605;95594;65;RUE;;DE LA FONTAINE;4;23.00;93;Appartement
2400;11202;267;RES;;LA GRANDE BLEUE;2;24.00;24;Maison
9702;44012;9;RUE;B;DU DOCTEUR RICHELOT;2;24.00;24;Appartement
13214;60601;1;RUE;;MARCEL BLANCHET;2;24.00;37;Appartement
14435;69266;82;RUE;;DU PREMIER MARS 1943;2;24.00;23;Appartement
16324;75104;22;RUE;;DE LA VERRERIE;1;24.00;24;Appartement
17732;75111;243;BD;;VOLTAIRE;2;24.00;28;Appartement
24933;83118;360;AV;;AURELIENNE;1;24.00;22;Appartement
29672;93027;91;AV;;JEAN JAURES;1;24.00;24;Appartement
30892;94018;21;RUE;;DE VERDUN;2;24.00;25;Appartement
31696;94058;19;RUE;;DE LA STATION;1;24.00;23;Appartement
231;02680;16;RUE;;DE MONTEVIDEO;3;25.00;64;Appartement
6934;33527;32;RUE;;DU PORT;2;25.00;26;Appartement
8518;38191;563;RUE;;93 EME RAM;1;25.00;25;Appartement
9398;42187;37;RUE;;DES AQUEDUCS;2;25.00;24;Appartement
15222;70310;43;RUE;;JEAN JAURES;1;25.00;25;Appartement
17104;75109;65;RUE;;DE CLICHY;1;25.00;20;Appartement
18643;75115;4;RUE;;EUGENE GIBEZ;2;25.00;24;Appartement
24121;80021;95;RUE;;JEANNE D ARC;2;25.00;21;Appartement
24925;83118;55;RTE;;DE LA CORNICHE;2;25.00;25;Appartement
26370;91021;11;RTE;;D'EGLY;1;25.00;24;Appartement
27149;91432;8;RUE;;PAUL CEZANNE;1;25.00;25;Appartement
29603;93008;22;RUE;;DE L UNION;1;25.00;25;Appartement
30682;94004;1;RUE;;DE VALENTON;1;25.00;30;Appartement
31004;94022;73;RUE;;PASTEUR;2;25.00;23;Appartement
31342;94041;58;AV;T;MAURICE THOREZ;3;25.00;37;Appartement
455;05004;9000;RUE;;COTE GELEE;1;26.00;24;Appartement
1326;06088;24;IMP;;LAURENTI;1;26.00;20;Appartement
4953;29019;16;RUE;B;CHATEAUBRIAND;1;26.00;27;Appartement
5718;31555;4;BD;;DES PLATANES;1;26.00;26;Appartement
7747;35238;8;SQ;;DE LA GRANDE CHARBONNIERE;1;26.00;26;Appartement
13138;60398;23;RUE;;DU CHEF DE VILLE;3;26.00;66;Appartement
13382;62765;1;PAS;;BUEIL;1;26.00;27;Appartement
14851;69384;26;RUE;;D IVRY;2;26.00;26;Appartement
16457;75105;34;RUE;;SAINT JACQUES;1;26.00;26;Appartement
20091;75118;89;RUE;;BELLIARD;2;26.00;30;Appartement
26105;88081;12;RUE;;DES BALCONS DE BUSSANG;1;26.00;27;Appartement
27028;91347;;CHE;;DES HAUTES FLEURANCES;2;26.00;31;Appartement
27204;91471;26;RUE;;DE CHARTRES;1;26.00;25;Appartement
28132;92024;1;RUE;;HUNTZIGER;2;26.00;22;Appartement
31295;94041;13;RUE;;MARCEAU;2;26.00;26;Appartement
32279;94080;102;RUE;;DIDEROT;2;26.00;26;Appartement
32317;94080;257;RUE;;DIDEROT;2;26.00;39;Appartement
1416;06088;10;AV;;DURANTE;7;27.00;200;Appartement
1451;06088;20;AV;B;MONT RABEAU;1;27.00;28;Appartement
1804;06155;6;AV;;GEORGES CLEMENCEAU;1;27.00;27;Appartement
2427;11202;84;RES;;LES SABLONS 1 ET 2;2;27.00;26;Appartement
3049;13206;34;RUE;;JEAN ROQUES;2;27.00;27;Appartement
3592;14225;9001;VC;;RES LES MARINES 1;2;27.00;27;Appartement
4070;19031;48;AV;;EMILE ZOLA;1;27.00;25;Appartement
5037;29151;43;RUE;;DE BREHAT;1;27.00;26;Appartement
5770;32096;5906;RUE;;DU VERT GALANT;1;27.00;27;Appartement
13576;64445;4;RUE;;DE BOYRIE;1;27.00;26;Appartement
15276;71076;2;RUE;;DE L ASILE;1;27.00;30;Appartement
16613;75106;50;RUE;;MONSIEUR LE PRINCE;1;27.00;6;Appartement
25740;85163;166;AV;;MOURAIN;1;27.00;27;Appartement
26236;88413;88;RUE;;D ALSACE;2;27.00;24;Appartement
26556;91122;8;AV;;ARISTIDE BRIAND;1;27.00;29;Appartement
27096;91405;16;RUE;;FARNAULT;1;27.00;34;Appartement
27442;91589;18;RUE;;CHAMBERLIN;1;27.00;28;Appartement
27828;92009;18;RUE;;DES ROMAINS;1;27.00;26;Appartement
32621;95052;7;RUE;;SAINT ROCH;2;27.00;35;Appartement
364;04094;7149;RUE;;DES EAUX CHAUDES;1;28.00;28;Appartement
2155;10387;12;RUE;;DE LA VISITATION;2;28.00;28;Appartement
3758;14715;14;CITE;;MALHEUX;2;28.00;30;Appartement
9015;40184;5;RUE;;D OLD ORCHARD;2;28.00;25;Maison
11248;50218;43;RUE;;COURAYE;1;28.00;28;Appartement
11988;56007;53;PL;;DE LA REPUBLIQUE;2;28.00;26;Appartement
12000;56034;8035;CHS;;DES BERNACHES;1;28.00;29;Appartement
12919;60141;10;RUE;;DE LA MACHINE;1;28.00;40;Appartement
14266;69259;19;RUE;;GASPARD PICARD;2;28.00;26;Appartement
15490;73054;6339;;;IMM LES BELLES CHALLES;1;28.00;28;Appartement
16335;75104;27;RUE;;DU ROI DE SICILE;2;28.00;40;Appartement
19040;75116;7;RUE;;VITAL;1;28.00;26;Appartement
20559;75120;29;RUE;;D AVRON;2;28.00;30;Appartement
23774;78624;61;RUE;;PAUL DOUMER;1;28.00;28;Appartement
25143;83129;32;AV;;DU LAC;2;28.00;27;Appartement
25540;84031;85;RUE;;DE COHORN;2;28.00;36;Appartement
27085;91386;31;RUE;;LA FONTAINE;1;28.00;27;Appartement
29516;93001;46;RUE;;HEURTAULT;2;28.00;28;Appartement
29833;93046;29;AV;;DU CONSUL GEN NORDLING;1;28.00;29;Appartement
1104;06083;55;AV;;DE SOSPEL;1;29.00;29;Appartement
3085;13207;4;RUE;;PETIT CHANTIER;3;29.00;28;Appartement
3175;13208;41;AV;;ANDRE ZENATTI;1;29.00;29;Appartement
3651;14338;41;RUE;;HENRI FOUCHARD;1;29.00;29;Appartement
6330;33097;822;;G;LA BAYNASSE SUD;2;29.00;29;Appartement
7481;34301;;RES;;LES JARDINS CONVIVIALES;1;29.00;30;Appartement
7839;35238;1;BD;;VILLEBOIS MAREUIL;1;29.00;30;Appartement
7934;35288;57;RUE;;NICOLAS BOUVIER;2;29.00;29;Appartement
10458;44190;11;RUE;;DE LA LOIRE;2;29.00;29;Appartement
10960;49007;16;RUE;;ST JACQUES;1;29.00;28;Appartement
13341;62193;15;BD;;GAMBETTA;1;29.00;28;Appartement
15235;70550;11;RUE;B;DU BREUIL;1;29.00;27;Appartement
21585;77181;1;RUE;;DES AZALEES;1;29.00;27;Appartement
24638;83069;5;RUE;;CLAUDE DURAND;2;29.00;35;Appartement
24919;83115;9002;;;LES COTEAUX DE LA NARTELLE;2;29.00;28;Appartement
30166;93055;123;AV;;JEAN LOLIVE;1;29.00;29;Appartement
30625;94002;5;RUE;;EMMANUEL KANT;1;29.00;29;Appartement
377;04094;7037;;;LES PLAINES;1;30.00;28;Appartement
441;04226;;RES;;LA TOVIERE;1;30.00;31;Appartement
3929;17300;26;RUE;;LA GLOIRE;1;30.00;29;Appartement
12208;56186;8;RUE;;DU FORT NEUF;1;30.00;31;Appartement
12257;58194;27;BD;;VICTOR HUGO;1;30.00;30;Appartement
17386;75110;14;BD;;SAINT MARTIN;3;30.00;40;Appartement
18106;75113;40;RUE;;PASCAL;2;30.00;26;Appartement
26113;88114;2;RUE;;ZIWER PACHA;1;30.00;33;Appartement
26670;91191;16;AV;;JEAN JAURES;1;30.00;31;Appartement
27717;92004;10;RUE;;BENOIT MALON;2;30.00;30;Appartement
28416;92026;51;AV;;PASTEUR;3;30.00;56;Appartement
33012;95252;92;RUE;;DU GAL LECLERC;1;30.00;30;Appartement
2601;13005;9001;RES;;CENTRAL PARC;1;31.00;26;Appartement
3052;13206;49;RUE;;DES BONS ENFANTS;1;31.00;35;Appartement
3147;13208;9001;CITE;;LE CORBUSIER;1;31.00;31;Appartement
5120;30062;3;RUE;B;DE L ECOLE;3;31.00;68;Appartement
6639;33281;18;RUE;;DE GUIRAUTON;2;31.00;47;Appartement
7317;34172;1;RUE;;DU PUITS DES ESQUILLES;1;31.00;35;Appartement
8101;37261;16;RUE;;DE LA CALIFORNIE;1;31.00;20;Appartement
8153;37261;5;IMP;;10 RUE DE METZ;1;31.00;31;Appartement
8436;38185;42;CRS;;JEAN JAURES;2;31.00;31;Appartement
9090;40279;5;RUE;B;VICTOR HUGO;2;31.00;32;Appartement
12449;59350;18;RUE;;VICTOR DURUY;1;31.00;31;Appartement
12677;59386;65;RUE;;MARTYRS DE RESISTANCE;2;31.00;31;Appartement
12914;60139;46;RUE;;DE LA CHEVALERIE;1;31.00;31;Appartement
12937;60141;1;RTE;B;DES BOURGOGNES;1;31.00;31;Appartement
13895;69034;9;RUE;;JAMEN GRAND;1;31.00;31;Appartement
16442;75105;27;RUE;;BROCA;1;31.00;30;Appartement
16522;75105;45;BD;;SAINT GERMAIN;1;31.00;37;Appartement
19425;75117;3;RUE;;DU DOBROPOL;1;31.00;33;Appartement
19722;75118;11;RUE;;DE PANAMA;2;31.00;31;Appartement
23298;78440;33;RUE;;PAUL CURIEN;1;31.00;31;Appartement
25708;85092;11;RUE;;BENJAMIN FILLON;3;31.00;32;Appartement
27184;91457;4;ALL;;DE LA MARE AUX CIERGES;1;31.00;35;Appartement
28803;92049;1;RUE;;LA BRUYERE;2;31.00;29;Appartement
524;05139;5255;;;LA JOUE DU LOUP;2;32.00;32;Appartement
1375;06088;26;BD;B;DE MONTREAL;1;32.00;31;Appartement
4438;25265;20;RUE;B;DE L ABREUVOIR;1;32.00;32;Appartement
7905;35288;10;RUE;;ROGER METTE;2;32.00;32;Appartement
8404;38185;84;RUE;;D ALEMBERT;2;32.00;32;Appartement
12131;56121;7;RUE;;PROFESSEUR MAZE;2;32.00;30;Appartement
12448;59350;18;RUE;;VICTOR DURUY;1;32.00;31;Appartement
13342;62193;8;BD;;LAFAYETTE;1;32.00;33;Appartement
18347;75114;8;RUE;;BEAUNIER;3;32.00;40;Appartement
21026;76540;12;RUE;;EAU DE ROBEC;2;32.00;37;Appartement
23875;78646;23;RUE;;DE SATORY;1;32.00;32;Appartement
24078;80021;103;RUE;;DELPECH;2;32.00;35;Appartement
24849;83099;50;RUE;;FREDERIC MISTRAL;2;32.00;38;Maison
25136;83129;1219;AV;;PRESIDENT JOHN KENNEDY;1;32.00;32;Appartement
33144;95313;3;RUE;;DE NOGENT;2;32.00;48;Appartement
2901;13203;22;RUE;;BERNARD;1;33.00;36;Appartement
3990;18033;1;RUE;;DE L ILE D OR;1;33.00;32;Appartement
5359;30189;8;RUE;;DE BEAUCAIRE;1;33.00;33;Appartement
7076;34003;6;AV;;DES ISLES D AMERIQUE;2;33.00;33;Appartement
7602;35049;8;RUE;;GAL LECLERC;2;33.00;40;Appartement
12144;56121;37;AV;;DE LA PERRIERE;1;33.00;30;Appartement
12202;56186;3;RUE;;DES RAMANDEUSES;2;33.00;39;Appartement
12487;59350;34;RUE;;DU FBG D ARRAS;2;33.00;32;Appartement
13139;60402;2;PL;;DU CHATEAU;2;33.00;32;Appartement
15163;69389;33;RUE;A;DU 24 MARS 1852;1;33.00;33;Appartement
17582;75111;51;RUE;;SEDAINE;2;33.00;30;Appartement
18331;75114;72;RUE;;DE GERGOVIE;2;33.00;33;Appartement
18465;75115;155;RUE;;DE VAUGIRARD;2;33.00;33;Appartement
19067;75116;93;RUE;;DE LA FAISANDERIE;1;33.00;32;Appartement
19654;75117;53;AV;;DE SAINT OUEN;2;33.00;33;Appartement
20014;75118;5;RUE;;TARDIEU;2;33.00;29;Appartement
23692;78586;20;RTE;;DE CORMEILLES;2;33.00;34;Appartement
24168;80333;616;AV;;DE LA PLAGE;2;33.00;35;Appartement
25418;84003;9;RUE;;DES ANC PRISONS;1;33.00;42;Appartement
29777;93033;46;PROM;;MARX DORMOY;2;33.00;35;Appartement
30602;94002;25;RUE;;DE SEINE;1;33.00;32;Appartement
31122;94033;36;RUE;;JULES FERRY;2;33.00;30;Appartement
887;06030;120;IMP;;DES LAURIERS;1;34.00;24;Appartement
2900;13203;21;RUE;;LAUTARD;2;34.00;36;Appartement
5177;30133;18;RTE;;DES MARINES;2;34.00;31;Appartement
7322;34172;23;RUE;;DE CHIO;2;34.00;34;Appartement
9714;44020;34;RUE;;DE BELLEVUE;2;34.00;34;Appartement
11272;50403;2;RES;;LES MAISONS DE LA PLAGE;2;34.00;33;Maison
11744;54329;29;RUE;;DU GENERAL LECLERC;2;34.00;34;Appartement
12470;59350;26;RUE;;LYDERIC;1;34.00;34;Appartement
15877;74256;95;ART;;ANCIENNE RTE DE COMBLOUX;2;34.00;34;Appartement
25739;85163;9001;RES;;DU NOUVEAU PORT;2;34.00;29;Appartement
32502;95018;199;RUE;;HENRI BARBUSSE;2;34.00;34;Appartement
3000;13204;8;BD;;SAINT BRUNO;1;35.00;31;Appartement
5763;31582;1;RUE;B;DE BELFORT;2;35.00;40;Appartement
5809;33009;8;RUE;;GUSTAVE HAMEAU;2;35.00;35;Appartement
8737;38548;5815;;;AUX GLOVETTES;1;35.00;34;Appartement
9795;44055;16;AV;;DE LA LAMBARDE;2;35.00;34;Appartement
10195;44130;2;RUE;;DE NANTES;2;35.00;35;Maison
11276;50412;57;;;LE DOMAINE DE LA MER;2;35.00;30;Maison
11750;54329;8;RUE;;PACATTE;1;35.00;36;Appartement
13754;66037;1;RUE;B;DE CERDAGNE;2;35.00;34;Appartement
14798;69383;300;CRS;;LAFAYETTE;2;35.00;35;Appartement
14947;69385;56;QUAI;;PIERRE SCIZE;1;35.00;34;Appartement
15038;69387;55;RUE;;ST MICHEL;2;35.00;49;Appartement
19088;75116;105;BD;;MURAT;1;35.00;34;Appartement
22076;77350;6;RUE;;DE PONTAULT;3;35.00;42;Appartement
22440;77514;4;AV;;DE LA FORET;1;35.00;34;Appartement
24340;83009;71;CHE;;DE L ESCOURCHE;2;35.00;38;Appartement
26144;88160;39;RUE;;DES MINIMES;2;35.00;36;Appartement
29356;92073;20;RUE;;DES BOURETS;3;35.00;46;Appartement
29520;93001;55;RUE;;DU MOUTIER;2;35.00;35;Appartement
31666;94054;40;RUE;;DU NOUVELET;2;35.00;36;Appartement
33107;95306;1;RUE;;ROMY SCHNEIDER;1;35.00;35;Appartement
34135;2A362;6113;;;SUVERA TORTA;2;35.00;32;Maison
1865;06161;227;AV;;DE LA COLLINE;1;36.00;25;Appartement
3682;14514;11;RUE;;DE VAUCELLES;2;36.00;34;Appartement
4968;29019;24;RUE;;YVES COLLET;1;36.00;36;Appartement
5800;33009;15;RUE;;JEHENNE;2;36.00;40;Appartement
8806;39059;3320;RUE;;DE FRANCHE COMTE;2;36.00;38;Appartement
9217;41018;14;RUE;;BASSE;2;36.00;35;Appartement
11706;54300;77;RUE;;DU GENERAL PATTON;1;36.00;35;Appartement
13360;62571;66;AV;;DE FLANDRE;2;36.00;34;Appartement
14980;69386;71;RUE;;MASSENA;1;36.00;36;Appartement
23097;78362;110;RTE;;DE HOUDAN;2;36.00;36;Appartement
24072;80016;12;RUE;;JEAN GUYON;1;36.00;32;Appartement
24327;83009;3;RUE;;COURBET;1;36.00;36;Appartement
24962;83123;9100;RES;;LES FLEURS DES CHAMPS;2;36.00;36;Appartement
26895;91272;28;ALL;;DE LA BERGERIE;1;36.00;35;Appartement
30591;94002;17;RUE;;CHARLES DE GAULLE;2;36.00;35;Appartement
2936;13204;15;RUE;;SAINT BRUNO;2;37.00;30;Appartement
3427;13213;8;BD;;LIONEL TERRAY;2;37.00;38;Appartement
6792;33415;18;RUE;;DES FRAISIERS;2;37.00;35;Appartement
7785;35238;2;RUE;;DE LA CRECHE;2;37.00;38;Appartement
11949;54549;123;RUE;;GABRIEL PERI;2;37.00;45;Appartement
12495;59350;3;RUE;;FERNAND GUILBERT;1;37.00;37;Appartement
15533;73257;5579;;;PRARANGER;2;37.00;25;Appartement
19905;75118;37;RUE;;DES TROIS FRERES;1;37.00;35;Appartement
22415;77514;29;RUE;;DE LA MARNE;2;37.00;38;Appartement
25244;83137;5;RUE;;GENERAL FAIDHERBE;2;37.00;39;Appartement
26747;91223;16;RUE;;DE CHARPEAUX;2;37.00;37;Appartement
32182;94076;10;AV;;LOUIS ARAGON;2;37.00;36;Appartement
33313;95428;55;AV;;DE DOMONT;2;37.00;37;Appartement
34127;2A348;5144;;;VICO;2;37.00;29;Appartement
29;01033;86;RUE;;DE LA REPUBLIQUE;1;38.00;39;Appartement
718;06012;24;RUE;;DU PFR CALMETTE;2;38.00;36;Appartement
2939;13204;1;RUE;;LINNE;2;38.00;43;Appartement
4468;25462;8;RUE;;JULES FERRY;2;38.00;52;Appartement
9771;44055;10;ESP;;BENOIT;1;38.00;39;Appartement
9863;44084;3;RUE;;DU BOIS FERRY;2;38.00;38;Appartement
11812;54395;38;RUE;;VICTOR PROUVE;1;38.00;38;Appartement
11862;54395;27;AV;;DE BOUFFLERS;2;38.00;40;Appartement
19929;75118;41;RUE;;DE LA CHAPELLE;2;38.00;38;Appartement
20340;75119;55;RUE;;DE MOUZAIA;1;38.00;50;Appartement
22224;77407;46;AV;;DE FONTAINEBLEAU;2;38.00;37;Appartement
26577;91161;50;RUE;;DE GRAVIGNY;2;38.00;38;Appartement
26900;91275;4;ALL;;DES TREILLAGEURS;2;38.00;42;Appartement
1895;07010;56;RUE;;DE TOURNON;2;39.00;43;Appartement
2061;09176;17;RUE;;PRINCIPALE;2;39.00;39;Appartement
2824;13201;9;RUE;;BIR HAKEIM;1;39.00;39;Appartement
5769;32013;3;ALL;;JOSEPH GESTA;2;39.00;39;Appartement
8084;37233;58;AV;;DE LA REPUBLIQUE;2;39.00;39;Appartement
8862;39510;5006;;;LA VIE NEUVE;2;39.00;39;Appartement
8948;40088;10;RUE;;DE L ESTEY;1;39.00;40;Appartement
10834;47001;1;RUE;;HORTENSE SCHNEIDER;2;39.00;39;Appartement
12094;56121;13;RUE;;MADELEINE DESROSEAUX;2;39.00;31;Appartement
12167;56176;5274;RUE;F;MONET;2;39.00;40;Appartement
13091;60282;110;RUE;;DE LAMORLAYE;1;39.00;38;Appartement
21688;77249;1;RUE;;JACQUES CARTIER;1;39.00;39;Appartement
21704;77251;13;RUE;;NEUVE;2;39.00;39;Appartement
24170;80333;893;AV;;DE LA PLAGE;3;39.00;42;Appartement
24458;83034;23;AV;;JEAN JAURES;2;39.00;38;Appartement
28937;92050;83;AV;;FELIX FAURE;2;39.00;38;Appartement
33894;974418;11;RLE;;MOULIN A MAIS;2;39.00;34;Appartement
423;04205;6;RUE;;GRANDE;3;40.00;50;Appartement
2779;13201;16;RUE;;BEAUMONT;1;40.00;34;Appartement
3935;17300;42;RUE;;SAINT JEAN DU PEROT;2;40.00;40;Appartement
7377;34199;22;RUE;;CAPITAINE DAVID;2;40.00;30;Appartement
10528;44213;34;RUE;;DU MAL FOCH;2;40.00;40;Appartement
12107;56121;24;RUE;;DE VERDUN;1;40.00;40;Appartement
20726;75120;12;PAS;;DES SOUPIRS;2;40.00;33;Appartement
22707;78160;26;RUE;;CHARLES MICHELS;2;40.00;40;Appartement
24411;83019;120;BD;;DU FRONT DE MER;3;40.00;48;Appartement
24503;83048;8061;;;LA COLLINE VALMER;1;40.00;34;Appartement
26451;91095;12;RUE;B;GRANDE RUE;2;40.00;40;Appartement
27133;91425;50;RTE;B;D ORLEANS RN 20;2;40.00;44;Appartement
