id_bien;id_commune;no_voie;type_voie;indice_repetition;voie;nombre_piece;surface_carrez;surface_reelle_bati;type_local
12290;59009;330;AV;A;DE BRIGODE;3;55.1;55;Appartement
23424;78498;15;RUE;;DES SORBIERS;3;55.1;58;Appartement
24175;80489;9062;RUE;F;DES PLATANES;3;55.1;55;Appartement
31642;94052;4;AV;;MARECHAL LYAUTEY;3;55.1;56;Appartement
1631;06114;53;BD;;DU 8 MAI 1945;3;55.11;55;Appartement
12774;59526;25;RUE;;THIERS;2;55.11;54;Appartement
27532;91659;5307;;;LE MOULIN DE VILLOISON;3;55.11;50;Appartement
33156;95313;9;QUAI;;DE L OISE;3;55.11;45;Appartement
33359;95491;4;MAIL;;DE LA FONTAINE MARTIN;3;55.11;54;Appartement
15793;74185;22;CHE;;DU VIEUX MURIER;2;55.12;45;Appartement
28297;92026;20;RUE;;LOUIS ULBACH;2;55.12;54;Appartement
34117;2A272;247;;;PASCIALELLA SOPRANA;3;55.12;75;Appartement
2635;13016;13;RUE;;MMRS BOYER;2;55.13;78;Appartement
27338;91549;3;RUE;;JEAN VIGO;3;55.13;56;Appartement
28930;92050;24;AV;;DU MARECHAL JOFFRE;3;55.13;54;Appartement
2109;10333;4;RUE;;DU TCHAD;3;55.14;55;Appartement
4989;29019;45;RUE;;FELIX LE DANTEC;2;55.14;49;Appartement
10903;47323;50;RUE;;DES GIRONDINS;3;55.14;57;Appartement
14203;69235;29;RUE;;DES JARDINS;2;55.14;53;Appartement
23681;78586;4;RUE;;SUGER;2;55.14;54;Appartement
24479;83042;35;RUE;;DE LA RESISTANCE;3;55.14;52;Appartement
31270;94038;96;RUE;;DE CHEVILLY;3;55.14;56;Appartement
32350;94080;5;RUE;B;FELIX FAURE;2;55.14;50;Appartement
32602;95052;4;SEN;;DES FOSSES DE NOISY;3;55.14;65;Appartement
7307;34172;109;RUE;;FRANCIS LOPEZ;2;55.15;57;Appartement
12185;56178;8;RUE;;DE LA MOTTE;2;55.15;58;Appartement
12550;59350;11;PL;;LEROUX DE FAUQUEMONT;2;55.15;55;Appartement
13688;65388;8;AV;;STE MARIE;3;55.15;60;Appartement
13910;69034;449;CHE;;DE WETTE FAYS;2;55.15;55;Appartement
28441;92032;52;RUE;;DU DOCTEUR SOUBISE;3;55.15;56;Appartement
29253;92063;5;RUE;;DES FRERES LUMIERE;3;55.15;53;Appartement
32184;94076;2;AV;B;PAUL VAILLANT COUTURIER;3;55.15;59;Appartement
4033;18197;22;PL;;DU MARCHE;2;55.17;54;Appartement
30242;93063;5;RUE;;JEAN JAURES;3;55.17;55;Appartement
3873;17010;3;RUE;;DE LA MOTTE GRENET;2;55.18;50;Appartement
18495;75115;17;RUE;;DU LAOS;2;55.18;54;Appartement
19974;75118;50;RUE;;DU SIMPLON;3;55.18;53;Appartement
29234;92063;35;RUE;;DU DOCTEUR ZAMENHOFF;4;55.18;79;Appartement
13320;62128;2;RUE;;PAUL DOUMER;3;55.19;55;Appartement
17973;75112;26;CRS;;DE VINCENNES;3;55.19;55;Appartement
23669;78586;29;RUE;;LEBON;3;55.19;56;Appartement
28510;92040;12;RUE;;KLEBER;1;55.19;17;Appartement
604;06004;911;CHE;;AMES DU PURGATOIRE;2;55.2;55;Appartement
3895;17274;12;RUE;;SAINT CYBARD;3;55.2;55;Appartement
9626;42299;38;RUE;;DE LA VERDIERE;3;55.2;54;Appartement
11509;51454;93;RUE;D;GAMBETTA;2;55.2;55;Appartement
21823;77284;3;PL;;PAUL EMILE VICTOR;3;55.2;55;Appartement
25538;84031;74;RUE;;DE LA REPUBLIQUE;2;55.2;56;Appartement
28308;92026;2;RUE;;DE SEBASTOPOL;2;55.2;56;Appartement
32996;95252;222;RUE;;DU GAL LECLERC;2;55.2;57;Appartement
24193;80649;9009;;;OREE DES PINS;3;55.21;52;Appartement
28775;92048;55;RUE;;DE PARIS;3;55.21;58;Appartement
29648;93014;21;ALL;;VVE LINDET GIRARD;3;55.21;55;Appartement
4333;24322;1;RUE;;ALARY;3;55.22;56;Appartement
32875;95210;1;RUE;T;DE LA LIBERATION;3;55.22;51;Appartement
4433;25204;1;RUE;;DE LA CHAUSSEE;2;55.23;55;Appartement
18333;75114;72;RUE;;MAURICE RIPOCHE;3;55.23;65;Appartement
20646;75120;57;RUE;;PIXERECOURT;3;55.23;85;Appartement
20730;75120;23;PAS;;GAMBETTA;2;55.23;56;Appartement
26011;87085;112;RUE;;FONVIEILLE-ALQUIER;3;55.23;55;Appartement
23437;78498;36;RUE;;DE LA BRUYERE;3;55.24;58;Appartement
14666;69382;10;RUE;;DE LA BARRE;1;55.25;52;Appartement
15182;69389;67;RUE;;DE ST CYR;2;55.25;58;Appartement
16805;75108;10;RUE;;QUENTIN BAUCHART;5;55.25;119;Appartement
15876;74256;475;ART;;ANCIENNE RTE IMPERIALE;3;55.26;56;Appartement
24778;83071;179;AV;;DOCTEUR ALFRED HENRY;3;55.26;55;Appartement
25546;84035;110;RUE;;DE BRUXELLES;3;55.26;55;Appartement
27126;91425;21;RUE;;DE PARIS;3;55.26;70;Appartement
20269;75119;22;RUE;;EUGENE JUMIN;2;55.27;36;Appartement
9862;44082;6088;;;LA ROISERIE;2;55.28;64;Maison
11824;54395;51;RUE;;NOTRE DAME DE LOURDES;3;55.28;60;Appartement
19810;75118;18;RUE;;DE L EVANGILE;3;55.28;55;Appartement
3932;17300;36;RUE;;DU COLLEGE;3;55.29;50;Appartement
18110;75113;47;RUE;;PASCAL;3;55.29;51;Appartement
29983;93048;124;BD;;DE LA BOISSIERE;3;55.29;62;Appartement
31043;94028;10;RUE;;SAVIGNAT;3;55.29;56;Appartement
33622;95598;59;AV;;DE PARIS;3;55.29;66;Appartement
2692;13028;318;CHE;;DE ROUMAGOUA;3;55.3;62;Appartement
9371;42183;26;RUE;;PAUL LANGEVIN;3;55.3;55;Appartement
15210;69389;220;AV;;BARTHELEMY BUYER;3;55.3;52;Appartement
18412;75115;105;RUE;;BLOMET;3;55.3;51;Appartement
25597;84080;11;BD;;BENONI AURAN;3;55.3;51;Appartement
26764;91223;3;RUE;;DES 3 FAUCHETS;3;55.3;57;Appartement
28405;92026;22;AV;;GALLIENI;3;55.3;60;Appartement
2704;13028;167;AV;;FRANKLIN ROOSEVELT;3;55.31;52;Appartement
30187;93059;27;RUE;;DES SABLONS;3;55.31;48;Appartement
33062;95268;4;PL;;EMILE ZOLA;3;55.31;55;Appartement
1431;06088;16;AV;;NOTRE DAME;3;55.32;55;Appartement
16708;75107;20;RUE;;DE VERNEUIL;2;55.32;54;Appartement
24762;83071;195;RUE;;DES ILES DU SOLEIL;2;55.33;30;Appartement
1801;06155;53;AV;;GEORGES CLEMENCEAU;1;55.35;30;Appartement
4742;27681;28;RUE;;ECURIES DES GARDES;2;55.35;55;Appartement
9386;42187;12;RUE;;JACQUARD;2;55.35;55;Appartement
22551;78123;2;RUE;;DE LA SENETTE;3;55.35;55;Appartement
29917;93048;21;RUE;;DESIRE CHEVALIER;3;55.35;66;Appartement
2623;13005;9001;;;GRP PROVENCE AVE VERDUN;3;55.36;52;Appartement
4069;19031;42;AV;;MAL FOCH;2;55.36;47;Appartement
15997;75101;22;AV;;DE L OPERA;2;55.36;55;Appartement
18788;75115;38;AV;;EMILE ZOLA;3;55.36;59;Appartement
23806;78640;4;ALL;;JURGEN HEYER;3;55.36;55;Appartement
28779;92048;9;RUE;;DE LA REPUBLIQUE;3;55.36;56;Appartement
7842;35238;29;BD;;GEORGES CLEMENCEAU;3;55.37;54;Appartement
7920;35288;2;RUE;;DES 6 FR RUELLAN;3;55.37;44;Appartement
12869;60057;16;RUE;;DE BUZANVAL;2;55.37;45;Appartement
14965;69386;11;RUE;;CRILLON;2;55.37;58;Appartement
23427;78498;18;RUE;;JEAN CLAUDE MARY;3;55.37;55;Appartement
6487;33203;;;;DERRIERE LE MOULIN;3;55.38;55;Appartement
10189;44116;50;RUE;;DU FAISAN;3;55.38;56;Appartement
12115;56121;39;RUE;;DE KERLIN;3;55.38;55;Appartement
19858;75118;23;RUE;;DE SUEZ;3;55.38;59;Appartement
22845;78217;10;RUE;;ANTAR;2;55.38;45;Maison
1424;06088;136;AV;;CYRILLE BESSET;3;55.39;54;Appartement
5668;31555;96;RUE;;DE CHAUSSAS;3;55.39;51;Appartement
23677;78586;33;RUE;;LEBON;3;55.39;58;Appartement
105;01173;256;AV;;DE BELLE FERME;3;55.4;55;Appartement
11043;49007;90;RUE;;SAUMUROISE;3;55.4;57;Appartement
17517;75111;28;RUE;;SAINT AMBROISE;3;55.4;55;Appartement
18824;75116;107;RUE;;LAURISTON;2;55.4;40;Appartement
25627;84089;33;IMP;;DE L'ANGE;2;55.4;63;Appartement
29212;92063;19;RUE;;DES BONS RAISINS;3;55.4;56;Appartement
29373;92073;3;RUE;;EMMANUEL KANT;2;55.4;54;Appartement
30651;94002;16;AV;;DU GEN MALLERET JOINVILLE;3;55.4;53;Appartement
32838;95203;35;RUE;;DE SOISY;3;55.4;60;Appartement
33301;95428;9;CHE;;DU MONT GRIFFARD;3;55.4;55;Appartement
3692;14699;6054;RUE;;JEAN MONNET;3;55.41;56;Appartement
31915;94068;32;RUE;B;DES REMISES;4;55.41;90;Appartement
33061;95268;2;PL;;EMILE ZOLA;3;55.41;55;Appartement
13706;65440;2;RUE;T;DE CRONSTADT;3;55.42;84;Appartement
14330;69264;639;RUE;;NATIONALE;2;55.42;57;Appartement
24046;79191;35;RUE;;DE GENEVE;2;55.42;50;Appartement
26218;88383;49;RUE;;CHARLES DE GAULLE;3;55.42;57;Appartement
614;06004;14;BD;;MARECHAL FOCH;3;55.43;60;Appartement
21834;77284;72;AV;;JEAN HENRI DUNANT;3;55.43;55;Appartement
22286;77449;48;RUE;;EMILE CLOUD;3;55.43;56;Appartement
1532;06088;8;AV;;GLORIA;2;55.44;54;Appartement
2142;10382;10;RUE;;SAINT ANTOINE;3;55.44;56;Maison
17719;75111;140;BD;;VOLTAIRE;3;55.44;53;Appartement
24500;83047;5;AV;;LIEUTENANT JEAN TOUCAS;3;55.44;36;Appartement
30186;93059;26;RUE;;ALCIDE D ORBIGNY;3;55.44;55;Appartement
34008;2A018;5109;;;COTRONE;3;55.44;55;Appartement
5767;32013;49;CHE;;DE BARON;3;55.45;55;Appartement
20177;75118;74;BD;;DE CLICHY;2;55.45;55;Appartement
25014;83126;223;RUE;;HECTOR BERLIOZ;3;55.45;53;Appartement
6138;33063;85;RUE;;KLEBER;2;55.46;46;Appartement
9063;40224;11;RUE;;D'ASPREMONT;3;55.46;56;Appartement
12875;60057;29;RUE;;CORREUS;2;55.46;56;Appartement
20782;76216;94;RUE;;DE LA REPUBLIQUE;3;55.47;57;Appartement
24809;83090;42;RUE;;ROGER SALENGRO;3;55.47;55;Appartement
8050;37132;24;AV;B;ARISTIDE BRIAND;2;55.48;55;Appartement
13696;65440;14;RUE;;ANDRE BREYER;3;55.48;56;Appartement
23043;78358;18;AV;;GENERAL DE GAULLE;3;55.48;58;Appartement
3239;13209;83;BD;;DU REDON;3;55.49;66;Appartement
3473;13214;46;BD;;KRAEMER;3;55.49;60;Appartement
8346;38185;2;RUE;B;MOYRAND;3;55.49;55;Appartement
18510;75115;18;RUE;;YVART;2;55.49;54;Appartement
434;04209;30;AV;;DES ARCADES;2;55.5;61;Appartement
2032;08362;29;RUE;;DE L AGRICULTURE;3;55.5;51;Appartement
2090;10323;5;IMP;;DU CHANT DE L ALOUETTE;3;55.5;52;Appartement
9544;42218;40;RUE;;VIRGILE;1;55.5;28;Appartement
16438;75105;25;RUE;;JUSSIEU;2;55.5;56;Appartement
25643;84122;35;PL;;JEAN JAURES;2;55.5;72;Appartement
27624;91691;113;RUE;;CHARLES DE GAULLE;4;55.5;57;Appartement
32641;95063;154;RUE;;MAURICE BERTEAUX;3;55.5;56;Appartement
5591;31555;18;RUE;;DES MOULINS;2;55.51;67;Appartement
24518;83050;9;RUE;;DE L ANCIEN THEATRE;2;55.51;60;Appartement
30191;93059;135;AV;;LENINE;3;55.51;56;Appartement
1678;06123;251;AV;;PAUL CEZANNE;2;55.52;55;Appartement
24635;83069;400;RUE;;DES CAPUCINES;3;55.52;55;Appartement
30535;93077;31;AV;;DE ROSNY;3;55.52;57;Appartement
31433;94044;26;PL;;LOUISE DE VILMORIN;3;55.52;56;Appartement
32205;94077;7;RUE;;CHARLES NOEL;3;55.52;54;Appartement
4312;24037;14;RUE;;NEUVE D ARGENSON;2;55.53;52;Appartement
31327;94041;63;RUE;;GABRIEL PERI;3;55.53;55;Appartement
1935;07102;987;AV;;DE LA REPUBLIQUE;3;55.54;57;Appartement
11393;51230;85;RUE;;DES HUGUENOTS;2;55.54;55;Appartement
22480;78029;13;RTE;;DE QUARANTE SOUS;3;55.54;55;Appartement
26197;88321;12;RUE;;DE LA LIBERATION;0;55.54;55;Appartement
31271;94038;96;RUE;;DE CHEVILLY;3;55.54;56;Appartement
15657;74026;11;;;PARC DE LA MANDALLAZ;3;55.55;55;Appartement
21376;77083;9;ALL;;CLAUDE BERNARD;2;55.55;50;Appartement
7039;34003;6;RUE;;DE L INTENDANT BASVILLE;4;55.56;52;Maison
24937;83119;9001;RES;;HOLIDAY;3;55.56;75;Appartement
29613;93010;3;RUE;B;DE LA FRATERNITE;3;55.56;53;Appartement
31272;94038;96;RUE;;DE CHEVILLY;3;55.56;56;Appartement
4131;22093;1;RUE;;DES GRANDS JARDINS MAROUE;3;55.57;55;Appartement
21219;77014;9001;;;RES DES BELLINGANTS;2;55.57;52;Appartement
21633;77215;6;RUE;;THIERS;2;55.57;55;Appartement
29421;92073;2;ALL;;DES RIVES DE BAGATELLE;2;55.57;56;Appartement
572;06004;56;RTE;;DE SAINT JEAN;2;55.58;45;Appartement
23462;78502;26;RUE;;DE PARIS;3;55.58;56;Appartement
29483;92078;12;RUE;;HENRI BARBUSSE;3;55.58;57;Appartement
31462;94046;14;RUE;;LT VAISSEAU ESTIENNE ORVES;3;55.58;56;Appartement
3274;13210;225;BD;;PAUL CLAUDEL;3;55.59;56;Appartement
4728;27230;9001;BD;;ABEL LEFEVRE;2;55.59;55;Appartement
9104;40281;141;RUE;;MARIE CURIE;3;55.59;56;Appartement
12939;60141;26;PL;;ABBE CHARPENTIER;2;55.59;65;Appartement
13317;62119;10;PL;;MARMOTTAN;3;55.59;50;Appartement
25509;84007;31;AV;B;DE LA TRILLADE;3;55.59;53;Appartement
5250;30156;4;RUE;;DES GENETS;3;55.6;54;Appartement
7446;34301;2;RUE;;DEPUTE SALIS;4;55.6;52;Appartement
9326;42093;253;RUE;;DE LA CONDAMINE;4;55.6;50;Appartement
24952;83123;49;RUE;;DU 18 JUIN 1940;3;55.6;57;Appartement
15088;69388;3;RUE;;DES PUISEURS;3;55.61;55;Appartement
19504;75117;62;RUE;;LEGENDRE;3;55.61;55;Appartement
20388;75119;11;QUAI;;DE LA GIRONDE;2;55.61;56;Appartement
27943;92012;87;AV;;EDOUARD VAILLANT;3;55.61;54;Appartement
30590;94002;16;RUE;;OLYMPE DE GOUGES;3;55.61;55;Appartement
9593;42218;45;AV;;DE ROCHETAILLEE;1;55.62;42;Appartement
22658;78146;7;RUE;;DE SAHUNE;2;55.62;55;Appartement
23839;78646;10;RUE;;BAILLY;3;55.62;55;Appartement
28744;92046;16;RUE;;PAUL BERT;3;55.62;58;Appartement
30025;93049;16;AV;;DU MARECHAL FOCH;3;55.62;49;Appartement
30089;93051;9;RUE;;PAUL BELMONDO;2;55.62;55;Appartement
31337;94041;66;BD;;PAUL VAILLANT COUTURIER;4;55.62;55;Appartement
3179;13208;88;AV;;DE MAZARGUES;3;55.63;56;Appartement
3465;13214;102;BD;;DANIELLE CASANOVA;4;55.63;66;Appartement
13882;69034;21;RUE;;FRANCOIS PEISSEL;3;55.63;61;Appartement
15183;69389;69;RUE;;DE ST CYR;2;55.63;58;Appartement
18600;75115;37;RUE;;FONDARY;3;55.63;62;Appartement
22358;77470;35;RUE;B;DE LA MADELEINE;4;55.63;56;Appartement
19109;75116;49;BD;;MURAT;2;55.64;60;Appartement
24540;83054;122;AV;;DE LA REPUBLIQUE;3;55.64;62;Appartement
30327;93066;16;RUE;;DE LA CHARRONNERIE;2;55.64;60;Appartement
1887;06163;5185;AV;A;AIMABLE GASTAUD;2;55.65;53;Appartement
4163;22168;12;RUE;;ERNEST RENAN;3;55.65;57;Appartement
19973;75118;50;RUE;;DE CLIGNANCOURT;3;55.65;53;Appartement
31177;94034;68;RUE;;EMILE ZOLA;3;55.65;55;Appartement
31866;94067;15;AV;;QUIHOU;2;55.65;59;Appartement
29877;93048;11;RUE;;DESIRE CHARTON;3;55.66;55;Appartement
23639;78551;11;BD;T;VICTOR HUGO;2;55.67;53;Appartement
26281;89024;4;RUE;;DE BELFORT;3;55.67;55;Appartement
10614;45203;1;RUE;;DE BASMONT;3;55.68;56;Appartement
27994;92019;55;RUE;;MARC SANGNIER;3;55.68;60;Appartement
28783;92048;9;AV;;MAL LECLERC;3;55.68;56;Appartement
30859;94018;12;VLA;;ST PIERRE;3;55.68;55;Appartement
6488;33203;;;;DERRIERE LE MOULIN;3;55.69;55;Appartement
16277;75103;13;BD;;DU TEMPLE;2;55.69;72;Appartement
22553;78123;413;RUE;;DANIEL BLERVAQUE;3;55.69;55;Appartement
23421;78498;13;RUE;;DES SORBIERS;3;55.69;62;Appartement
26258;88468;11;CHE;;DES BOURGUIGNONS;4;55.69;75;Appartement
27259;91477;9001;PARC;;D ARDENAY;3;55.69;56;Appartement
2935;13204;13;RUE;;BERANGER;3;55.7;53;Appartement
10074;44109;9001;RUE;;JOSETTE BOCQ;3;55.7;58;Appartement
10462;44190;14;RUE;;DE LA BOULOGNE;2;55.7;55;Appartement
11764;54382;3;RUE;;DE LA VIGNE;2;55.7;61;Appartement
11783;54395;18;RUE;;SELLIER;2;55.7;52;Appartement
20271;75119;22;RUE;;MANIN;3;55.7;53;Appartement
33166;95323;16;RUE;;CHARLES GOUNOD;3;55.7;55;Appartement
21143;76640;306;RUE;;DE LA CHESNAIE;3;55.71;55;Appartement
23089;78361;5;BD;;DES CYGNES;3;55.71;55;Appartement
11936;54547;17;RUE;B;EMILE ZOLA;3;55.72;55;Appartement
13398;62893;8;RUE;;DU FORT DE CROY;3;55.72;56;Appartement
20099;75118;8;RUE;;CHARLES NODIER;3;55.72;55;Appartement
229;02410;19;RUE;;SAINT DENIS;3;55.74;50;Maison
686;06004;8;AV;;DOCTEUR FABRE;2;55.74;56;Appartement
1958;07281;20;AV;B;DOC MARC BOUVAT;3;55.74;53;Maison
4026;18033;70;BD;;DE JURANVILLE;3;55.74;56;Appartement
13518;64348;7;AV;;DU MOULIN;3;55.74;55;Appartement
19823;75118;19;RUE;;ESCLANGON;3;55.74;59;Appartement
27313;91521;9001;FRM;;DU TEMPLE;3;55.74;55;Appartement
28785;92048;54;ALL;;DE LA FORET;3;55.74;55;Appartement
29651;93014;3;ALL;;P ET M CURIE;3;55.74;56;Appartement
3691;14699;6050;RUE;;JEAN MONNET;3;55.75;56;Appartement
8979;40088;26;CRS;;GALLIENI;3;55.75;70;Appartement
9275;42005;14;RUE;;DE LA PAIX;2;55.75;55;Appartement
540;05177;5246;ALL;;AICARDI HUBERT;1;55.76;35;Appartement
7973;35288;3;AV;;JEAN JAURES;3;55.76;80;Appartement
10263;44143;18;RUE;;EUGENE CHARTIER;3;55.76;58;Appartement
21551;77153;119;RUE;;DU GENERAL DE GAULLE;1;55.76;55;Appartement
31443;94044;35;AV;;DES TILLEULS;2;55.76;59;Appartement
33272;95427;2;RUE;;DES TUILERIES;3;55.76;56;Appartement
838;06029;5;RUE;;PHILIBERT DELORME;2;55.77;63;Appartement
1215;06088;24;RUE;;DES POTIERS;2;55.77;56;Appartement
9392;42187;25;RUE;;DU MAYOLLET;3;55.77;53;Appartement
8535;38191;15;AV;;DE L ETENDARD;3;55.78;55;Appartement
30973;94022;12;RUE;;VICTOR JEROME;3;55.78;52;Appartement
3839;14754;28;AV;;DE LA REPUBLIQUE;2;55.79;49;Appartement
12685;59410;1;RUE;;DE NORMANDIE;2;55.79;53;Appartement
15059;69387;4;AV;B;J FRANCOIS RACLET;2;55.79;55;Appartement
6267;33069;263;AV;;D EYSINES;2;55.8;40;Maison
12211;56186;21;PL;;HOCHE;2;55.8;63;Appartement
13820;69010;3;RUE;;DE PARIS;3;55.8;62;Appartement
21427;77108;2;PL;;DU BOIS MADAME;2;55.8;57;Appartement
21628;77201;7;RUE;;DE LA MARE PLATE;3;55.8;55;Appartement
24593;83062;9001;;;IMM LE SEZIO;3;55.8;56;Appartement
24641;83069;5;RUE;;EMILE PAUL;2;55.8;52;Appartement
31442;94044;34;AV;Q;DE LA SABLIERE;2;55.8;59;Appartement
3243;13209;83;BD;;DU REDON;3;55.81;66;Appartement
4958;29019;1;RUE;;DE L EGLISE;3;55.81;55;Appartement
10979;49007;25;RUE;;DELAAGE;3;55.81;51;Appartement
26385;91027;19;RUE;;G  ANTHONIOZ-DE GAULLE;3;55.81;55;Appartement
27290;91511;9;IMP;;DES TILLEULS;2;55.81;64;Appartement
27961;92014;65;BD;;DU MARECHAL JOFFRE;3;55.81;56;Appartement
28784;92048;42;ALL;;DE LA FORET;3;55.81;55;Appartement
9267;41269;8;RUE;;DES ETATS UNIS;3;55.82;58;Appartement
19700;75118;111;RUE;;CAULAINCOURT;3;55.82;60;Appartement
31282;94038;3;AV;;ARISTIDE BRIAND;3;55.82;56;Appartement
31415;94044;22;RUE;Q;JEAN MARIE PRUGNOT;3;55.82;58;Appartement
18050;75113;10;SQ;;ALBIN CACHOT;3;55.83;57;Appartement
8817;39198;59;BD;B;WILSON;3;55.84;56;Appartement
2865;13202;35;RUE;;FAUCHIER;3;55.85;54;Appartement
17372;75110;19;CRS;;DES PETITES ECURIES;4;55.85;60;Appartement
20543;75120;26;RUE;;DE MENILMONTANT;3;55.85;60;Appartement
28115;92024;10;RUE;;PASTEUR;3;55.85;56;Appartement
30118;93051;1;ALL;;DU PARC;3;55.85;70;Appartement
30991;94022;38;RUE;;BRONGNIART;3;55.85;55;Appartement
33995;2A004;6;;;JARDINS DE CAMPO DELL'ORO;3;55.85;58;Appartement
1239;06088;32;RUE;;L HOTEL POSTES;2;55.86;63;Appartement
11073;49015;22;AV;;DU GEN DE GAULLE;2;55.86;52;Appartement
25914;85234;9002;AV;;VALENTIN;3;55.87;58;Appartement
29465;92075;16;AV;;VERDUN;3;55.87;54;Appartement
31628;94052;48;BD;;GAMBETTA;2;55.87;60;Appartement
3731;14715;1;RUE;;VICTOR HUGO;3;55.88;65;Appartement
14901;69385;11;RUE;;DE LA FAVORITE;3;55.88;63;Appartement
22246;77438;15;PL;;CLAUDE MONET;3;55.88;56;Appartement
33425;95539;16;RUE;;PIERRE SALVI;3;55.88;55;Appartement
23723;78591;4;RUE;;DE MANTES;2;55.89;60;Appartement
16207;75103;50;RUE;;VOLTA;2;55.9;49;Appartement
21222;77018;14;RUE;;DES BERGES;3;55.9;57;Appartement
23554;78545;1;PL;;LECLERC DE HAUTECLOQUE;3;55.9;55;Appartement
25633;84092;11;AV;;DU LAC;3;55.9;58;Appartement
26095;87161;14;AV;;DE CLERMONT;3;55.9;54;Appartement
1763;06155;3;IMP;;ALLEGRE;2;55.91;63;Appartement
6803;33433;79;AV;;DE LA REPUBLIQUE;2;55.91;67;Appartement
31476;94046;24;RUE;;LT VAISSEAU ESTIENNE ORVES;3;55.91;57;Appartement
667;06004;201;AV;;MARTYRS DE LA RESISTANCE;2;55.92;57;Appartement
23099;78362;111;BD;B;ROGER SALENGRO;3;55.92;56;Appartement
28289;92026;17;RUE;;ADAM LEDOUX;3;55.92;60;Appartement
10923;48092;8;PL;;DU THERON;3;55.94;61;Appartement
3369;13212;36;AV;;DE SAINT BARNABE;3;55.95;48;Appartement
10739;45234;254;FG;;SAINT VINCENT;2;55.95;57;Appartement
16343;75104;38;RUE;;DU TEMPLE;3;55.95;56;Appartement
18864;75116;15;RUE;;DES BELLES FEUILLES;3;55.95;55;Appartement
18967;75116;40;RUE;;ERLANGER;3;55.95;75;Appartement
32079;94073;104;RUE;;DE LA RESISTANCE;3;55.95;56;Appartement
32407;94080;30;AV;;DE LA REPUBLIQUE;3;55.95;56;Appartement
19379;75117;29;RUE;;TRUFFAUT;3;55.96;55;Appartement
24736;83070;5556;CHE;;DES PRES;3;55.97;66;Appartement
26172;88196;41;BD;;KELSCH;2;55.97;40;Appartement
5424;30249;5012;RUE;;DU MOULIN A HUILE;3;55.98;64;Appartement
7325;34172;2;RUE;;BEAU SEJOUR;2;55.98;55;Appartement
20192;75119;3;VLA;;DES BOERS;2;55.98;48;Appartement
24525;83051;12;RUE;;EMILE MIRAMONT;4;55.98;85;Appartement
29016;92051;113;BD;;BINEAU;2;55.98;54;Appartement
33850;974409;107;RUE;;VOLTAIRE;2;55.99;56;Appartement
9934;44109;18;RUE;;PAUL BELLAMY;9;558.87;348;Appartement
1048;06083;36;RUE;;VAL DES CASTAGNINS;2;56.01;55;Appartement
2480;11262;40;RUE;;DE LA CORNICHE;3;56.01;56;Appartement
5685;31555;17;IMP;;SIMONE DE BEAUVOIR;3;56.01;57;Appartement
7544;34333;9045;RES;F;LES CABROLS;3;56.01;47;Maison
21833;77284;23;AV;;DE LA REPUBLIQUE;3;56.01;60;Appartement
27622;91691;6;SQ;;DE BRETAGNE;3;56.01;57;Appartement
33947;2A004;9001;RES;;LES VIOLETTES  ASPRETTO;2;56.01;58;Appartement
182;01419;75;RUE;;DES VERGERS;3;56.02;56;Appartement
11723;54323;21;RUE;;CARNOT;3;56.02;55;Appartement
13530;64410;174;ALL;;DES CEDRES;3;56.02;56;Appartement
14101;69149;24;RUE;;PIERRE DUPONT;2;56.02;54;Appartement
14321;69264;437;RUE;;DE THIZY;3;56.02;57;Appartement
14880;69384;78;RUE;;JACQUES - LOUIS HENON;3;56.02;59;Appartement
17602;75111;59;RUE;;DE LA ROQUETTE;2;56.02;49;Appartement
23581;78551;14;RUE;B;DIDEROT;2;56.02;58;Appartement
23871;78646;22;RUE;;DE LA PAROISSE;2;56.02;55;Appartement
26080;87085;27;AV;;DU PDT RENE COTY;3;56.02;66;Appartement
27812;92007;12;AV;;LOUIS PASTEUR;3;56.02;57;Appartement
28860;92049;61;AV;;DE LA MARNE;3;56.02;55;Appartement
30634;94002;84;RUE;;ETIENNE DOLET;3;56.02;48;Appartement
30761;94016;5;RUE;;COUSTE;4;56.02;67;Appartement
2670;13028;42;RUE;;LOUIS VIGNOL;3;56.03;40;Appartement
4008;18033;4;RUE;;FERNAULT;2;56.03;61;Appartement
5701;31555;31;CHE;;VOUET;3;56.03;59;Appartement
19264;75117;12;RUE;;BROCHANT;3;56.03;51;Appartement
26537;91114;52;AV;;DU PETIT CHATEAU;3;56.03;56;Appartement
29650;93014;2;ALL;;FRANCOIS RABELAIS;3;56.03;56;Appartement
422;04205;5525;RUE;;GRANDE;2;56.04;40;Appartement
2612;13005;10;AV;;ALICE;4;56.04;60;Appartement
8156;37261;23;BD;B;PREUILLY;6;56.04;126;Appartement
9756;44049;5;RUE;;BARJULE (VC35);4;56.04;57;Appartement
14807;69383;110;AV;;LACASSAGNE;2;56.04;58;Appartement
20133;75118;12;PAS;;RAMEY;2;56.04;51;Appartement
882;06030;60;RUE;;SAINT SAUVEUR;3;56.05;57;Appartement
1327;06088;9002;ILOT;;GUIGONIS ST FRANCOIS;2;56.05;46;Appartement
1830;06159;15;AV;B;VICTOR CAUVIN;2;56.05;58;Appartement
3982;18033;12;RUE;;CATHERINOT;3;56.05;60;Appartement
12076;56114;6080;CHEM;;DE PORT MARIA;3;56.05;58;Maison
24237;82096;618;RTE;;DE MEAUZAC;3;56.05;56;Appartement
